Date,Open,High,Low,Close,AdjClose,Volume,Name,Brand
23-04-2018,335.9500122,339.5,333,334.0499878,334.0499878,8056732,TATAMOTORS.NS,Tata
24-04-2018,334.7999878,335,330.6000061,331.5499878,331.5499878,9210931,TATAMOTORS.NS,Tata
25-04-2018,330.7999878,334,327.75,328.6000061,328.6000061,6306039,TATAMOTORS.NS,Tata
26-04-2018,329.8999939,335.9500122,326,330.25,330.25,16647689,TATAMOTORS.NS,Tata
27-04-2018,333,337.6499939,331.0499878,336.8999939,336.8999939,8804236,TATAMOTORS.NS,Tata
30-04-2018,338.5,342.75,337.25,340.3999939,340.3999939,5937740,TATAMOTORS.NS,Tata
02-05-2018,349.2000122,351.6499939,335,336.0499878,336.0499878,16022148,TATAMOTORS.NS,Tata
03-05-2018,335.5,335.8999939,329.1499939,333.5,333.5,6870513,TATAMOTORS.NS,Tata
04-05-2018,333.75,337.2999878,329.5,334.3999939,334.3999939,6660062,TATAMOTORS.NS,Tata
07-05-2018,337.8500061,337.8500061,333.7000122,335.1499939,335.1499939,3888627,TATAMOTORS.NS,Tata
08-05-2018,336.2999878,336.6000061,330.25,332.1499939,332.1499939,8114997,TATAMOTORS.NS,Tata
09-05-2018,331,347.25,331,341.9500122,341.9500122,19019847,TATAMOTORS.NS,Tata
10-05-2018,343.75,343.75,332.75,333.6000061,333.6000061,11158000,TATAMOTORS.NS,Tata
11-05-2018,334,334,330,330.7999878,330.7999878,7365579,TATAMOTORS.NS,Tata
14-05-2018,333,333,323,323.6000061,323.6000061,8312976,TATAMOTORS.NS,Tata
15-05-2018,324,324.0499878,305.7000122,310.1000061,310.1000061,15323964,TATAMOTORS.NS,Tata
16-05-2018,309.9500122,315.75,306.7000122,310.25,310.25,12051269,TATAMOTORS.NS,Tata
17-05-2018,313.1000061,319.5,309.2999878,314.8999939,314.8999939,10214660,TATAMOTORS.NS,Tata
18-05-2018,314.75,315,303.5,304.6000061,304.6000061,11688577,TATAMOTORS.NS,Tata
21-05-2018,304.75,307.2000122,294.7000122,295.8999939,295.8999939,11549490,TATAMOTORS.NS,Tata
22-05-2018,296.5499878,312.5,296.5499878,307.7000122,307.7000122,17199292,TATAMOTORS.NS,Tata
23-05-2018,311.1000061,317.25,305.3999939,309.4500122,309.4500122,17698475,TATAMOTORS.NS,Tata
24-05-2018,300,307.6499939,284.1000061,288.6499939,288.6499939,46104103,TATAMOTORS.NS,Tata
25-05-2018,290.3999939,297.4500122,286.25,294.1499939,294.1499939,19240172,TATAMOTORS.NS,Tata
28-05-2018,293.75,299.8999939,290.2999878,296.2999878,296.2999878,8516862,TATAMOTORS.NS,Tata
29-05-2018,296.7999878,300,293,294.6499939,294.6499939,9816561,TATAMOTORS.NS,Tata
30-05-2018,289.9500122,292.25,286.1499939,288.8999939,288.8999939,11649429,TATAMOTORS.NS,Tata
31-05-2018,289.9500122,290.8500061,281.6000061,282.5,282.5,28771987,TATAMOTORS.NS,Tata
